matricule,prenom,nom,grade,specialite,certifications,statut_medical,genre,service,date_derniere_eval,date_naissance,date_affectation,date_derniere_formation
EMP93314,Joséphine,Guillot,Agent Principal,Informatique,Aucune,APTE,F,Service  E,2024-04-30,1995-08-29,1998-05-17,1981-01-31
EMP52886,Hortense,Dumont,Technicien,Logistique,Niveau 1,RESTRICTION,F, Service E,2023-06-30,1982-11-08,1991-09-24,1994-09-30
EMP14789,TitOuAN,Fleury,Cadre B,Finance,Aucune,APTE,M,Direction,2023-02-28,1966-10-10,1986-11-09,2003-08-31
EMP35654,Quitterie,Pothier,Agent,Achats,Niveau 1,RESTRICTION,F,Service E,2024-03-31,1988-05-09,1996-04-13,1993-02-28
EMP17412,Bastien,Hubert,Ingénieur,Informatique,Aucune,APTE,M,Service B,2024-09-30,1989-06-23,1999-03-22,2014-07-31
EMP05508,Stanislas,Ménard,Agent,Informatique,Niveau 2,RESTRICTION,M,Service A,2023-09-30,2004-01-14,1989-07-24,1900-01-01
EMP40293,Charlize,Leroux,Ingénieur,Maintenance,Niveau 2,EN_ATTENTE,M,Service B,2023-06-30,1960-03-11,1900-01-01,1981-01-31
EMP85605,Zéphir,Dupont,Ingénieur,Maintenance,Niveau 1,APTE,F,Service C,2023-08-31,1997-02-27,2004-02-13,2002-09-30
EMP88737,Vincent,Reynaud,Ingénieur en chef,Achats,Niveau 1,APTE,F,Direction,2023-09-30,1960-09-01,2001-12-22,2000-07-31
EMP32735,Cécile,Lemoine,Agent Principal,RH,Niveau 2,APTE,Femme,Direction,2024-06-30,1970-04-21,1994-03-27,2023-02-28
EMP42067,Gilbert,Leblond,Ingénieur en chef,Informatique,Aucune,APTE,M,Service A,2024-11-30,2008-07-02,2021-09-08,1900-01-01
EMP74223,Sibylle,Leblanc,Agent Principal,Achats,Aucune,APTE,M,Direction,2024-01-31,2003-10-16,1998-01-12,2023-11-30
EMP45630,Louisa,Richard,Agent Principal,Juridique ,Niveau 1,apte,M,Service E  ,2023-06-30,1994-09-26,2022-06-10,1992-09-30
EMP78097,Christophe,Rivière,Technicien en chef,Qualité,FoRMAtiON-sécuRitÉ,EN_ATTENTE,Femme,Service A,2023-11-30,1960-06-03,1988-06-01,1994-02-28
EMP51300,Guy,Richard,Ingénieur,Achats,Habilitation spéciale,APTE,M,Service B,2024-01-31,1975-09-01,2020-04-03,2002-11-30
EMP59749,Théophane,Huet,Agent,RH   ,Aucune,EN_ATTENTE,M,Service A,2024-07-31,1982-03-30,2011-03-07,2014-04-30
EMP43251,Antoine,Godard,Ingénieur,Finance,Niveau 2,EN_ATTENTE,M,Service D,2023-04-30,1971-07-15,1990-05-09,2016-01-31
EMP20583,Arsène,Prevost,Agent Principal,Finance,Aucune,APTE,M,ServIcE_D,2024-09-30,1993-05-05,2002-04-29,1900-01-01
EMP51981,Constance,Masse,Agent Principal,Informatique,Aucune,APTE,Homme,Service E,2025-01-31,2008-10-24,2015-02-01,2003-08-31
EMP12843,Domitille,Bertrand,Cadre B,Logistique ,Formation sécurité,RESTRICTION,Homme,Service A,2024-06-30,1998-02-23,2010-05-27,2016-06-30
EMP07314,Clarisse,Vidal,Technicien en chef,Finance,Niveau 1,,F,Service E,2025-01-31,1968-07-31,2019-08-28,1995-09-30
EMP21328,Emmanuel,Charrier,Ingénieur,Informatique,Aucune,APTE,F,Service B,2023-06-30,1978-04-11,1985-02-26,2009-04-30
EMP95015,Anicet,Thomas,IngéNIEur,Finance,Aucune,RESTRICTION,M,Service B,1900-01-01,1980-01-03,1995-03-25,2000-07-31
EMP70937,Mélissande,Lopes,Ingénieur,Logistique,Niveau 1,EN_ATTENTE,M,Service C,2023-11-30,1974-11-03,2019-12-05,2001-02-28
EMP24307,Raphaël,Leroux,Technicien,Achats,NiveAu_1,RESTRICTION,M,Service D,2024-09-30,2007-08-11,2009-08-02,1997-02-28
EMP17765,Jérôme,Garcia,Technicien,Achats,Niveau 1,APTE,M,Service D,2024-06-30,1994-10-26,2005-04-25,2008-02-29
EMP41757,Mathéo,Tardif,Cadre B,RH,Niveau 2,apte,M,Service D,2024-01-31,1985-10-13,2007-05-03,2001-01-31
EMP61390,Adélaïde,Gautier,Ingénieur en chef,Informatique,Niveau 1,apte,M,Service E,2024-02-29,1970-12-06,1998-11-10,2000-12-31
EMP80352,Léandre,Talbot,Agent Principal,Logistique,Aucune,RESTRICTION,M,Service A,2023-05-31,1993-04-21,2008-04-23,1995-01-31
EMP50706,Elsa,Guillaume,Ingénieur en chef,Juridique,Niveau 2,APTE,M,Service C,2023-11-30,2001-03-22,1900-01-01,2024-07-31
EMP51901,AlIce,Dumont,Cadre B,Finance,Habilitation spéciale,APTE,F,Service C,2024-05-31,2005-05-24,1989-06-02,1993-06-30
EMP20285,CéSaR,Hubert,Agent,Juridique,Aucune,RESTRICTION,M,Service C,2024-04-30,1994-07-17,1900-01-01,1990-07-31
EMP97673,Gabin,Lebreton,Ingénieur en chef,Achats,Niveau 1,APTE,M,Service A,2024-05-31,1994-12-07,2009-05-24,1986-05-31
EMP93329,Pierre,Lacoste,Agent,Qualité,Aucune,apte,F,Service C,2023-12-31,2008-07-16,1998-06-27,1994-01-31
EMP43670,Calypso,Chauvin,Agent   ,Juridique,Niveau 1,APTE,F,Service C,2025-01-31,1972-05-29,1995-06-24,2004-06-30
EMP68085,Félicien,Masse,Technicien en chef,Logistique  ,Niveau 2,APTE,F,Service D,2023-11-30,1962-04-08,2020-03-23,1994-08-31
EMP56145,Thomas,Talbot,Ingénieur,Finance,Aucune,APTE,F,Service A,2023-05-31,2006-06-15,2006-10-18,1991-06-30
EMP50331,Franck,Lebreton,Technicien,Juridique,Niveau 1,APTE,M,Service B,2024-12-31,1994-12-07,2014-11-01,1992-01-31
EMP47622,Enzo,Thomas,Agent,Qualité,Niveau 1,APTE,M,Service E,2024-02-29,1970-03-19,2011-02-21,2016-09-30
EMP87496,Fabien,Lamy,Ingénieur,RH,Formation sécurité,APTE,F,Service C,2023-05-31,1984-03-24,1985-02-20,2019-02-28
EMP98306,Théophane,Julien,Agent,Juridique,Niveau 1,RESTRICTION,M,Direction,2023-06-30,1991-12-16,2024-09-07,1985-08-31
EMP03905,Nicolas,Schmitt,Agent Principal,Juridique,Aucune,APTE,F,Service B,2024-06-30,1983-12-22,2015-06-29,2000-11-30
EMP73801,Ariane,Morin,Technicien,Informatique,Aucune,APTE,F,Service A,2023-07-31,1977-04-06,2017-04-02,2023-08-31
EMP29877,Rosalie,Leger,Technicien en chef,LOGistiQuE,Niveau 1,apte,M,Service B,2024-06-30,1982-06-21,1900-01-01,1996-05-31
EMP21933,Amélie,Berger,Agent,Achats,Habilitation spéciale,APTE,M,Service B,2024-08-31,1991-02-04,1992-08-17,1900-01-01
EMP83522,Ulysse,Huet,Agent,Juridique,Aucune,EN_ATTENTE,M,Service D,2024-09-30,2001-10-16,1986-05-22,2004-06-30
EMP90337,Marion,LEmOnNieR,Technicien en chef,InfOrmATiqUe,Niveau 1,APTE,M,Service E,2023-12-31,1961-05-27,2016-12-20,1980-04-30
EMP25699,Sibylle,Remy,Technicien en chef,Juridique,Niveau 2,RESTRICTION,M,Service B,2024-07-31,2000-02-25,2024-01-27,2001-09-30
EMP56082,Jordan,Gaillard,Ingénieur en chef,   RH,Habilitation spéciale,APTE,M,Service A,2023-07-31,2002-08-24,1986-08-23,1986-08-31
EMP70612,Anicet,Lacroix,Agent Principal,Qualité,Niveau 2,apte,M,Direction,2024-09-30,1981-10-06,1982-04-12,1900-01-01
EMP77041,Marguerite,Vasseur,Agent,Achats,Habilitation spéciale,APTE,F,Direction,2023-05-31,1995-08-06,2014-07-06,2023-02-28
EMP24260,Clotaire,Lelievre,Technicien en chef,Logistique,Aucune,APTE,F,Service D,2024-07-31,1960-07-16,2004-09-27,2008-01-31
EMP24410,Océane,Lacoste,Agent,Qualité,Niveau 2,APTE,F,Direction,1900-01-01,1960-01-31,1994-07-15,2013-12-31
EMP73987,Ségolène,Reynaud,   Technicien,Achats,Formation sécurité,APTE,F,Service C,2024-09-30,1986-04-04,2012-05-11,2008-05-31
EMP59250,Yael,Talbot,Technicien,Informatique,Aucune,APTE,M,Service A,2023-01-31,1984-07-21,1980-09-14,2014-07-31
EMP90652,ClOtHiLde,Joly,Agent Principal,Maintenance,Aucune,apte,F,Service A,2024-02-29,1973-10-25,1987-02-08,2000-09-30
EMP81955,Émile,Vidal,Technicien,Logistique,Niveau 1,APTE,M,Service D,2023-01-31,1969-03-27,2002-10-31,2003-08-31
EMP48600,Capucine,Brun,Agent Principal,Juridique,Aucune,APTE,F,DirectiOn,2023-10-31,1972-03-11,2022-08-31,1996-01-31
EMP73162,Elsa,Reynaud,Agent,Qualité ,Niveau 2,APTE,F,Service B,2023-07-31,1973-08-17,2013-01-05,1991-05-31
EMP91835,Hippolyte,Roussel,Agent,Juridique,Aucune,APTE,F,   Service A,2023-11-30,1968-12-24,1981-12-12,1994-06-30
EMP64407,HadRiEn,Adam,Technicien en chef,Informatique,Formation sécurité,APTE,M,Service D,2024-05-31,2003-09-04,2004-12-08,2013-07-31
EMP37015,Gabrielle,Leblond,Ingénieur,Logistique,Niveau 2,APTE,F,Service A,2024-12-31,1969-10-11,2008-03-10,2006-07-31
EMP58313,Guislain,Faure,Ingénieur,Informatique,Niveau 1,APTE,Homme,Direction,2023-12-31,1993-07-15,1990-12-23,1983-06-30
EMP89763,Lazare,Bourgeois,Agent,Informatique,Aucune,APTE,F,Service_E,2024-05-31,1965-10-10,1982-05-09,1980-10-31
EMP89389,Valentin,Lamy,Agent,Achats,Niveau 2,RESTRICTION,M,SeRVIcE-C,2024-08-31,1994-08-05,2023-01-27,1995-01-31
EMP76966,Clothilde,Fouquet,Agent,Maintenance,NiVeAU_2,apte,M,Service B,2023-06-30,1970-05-17,1999-06-07,2023-02-28
EMP64290,Adrienne,Chevalier,Technicien,RH,Niveau 2,APTE,M,Service B,2023-08-31,1967-10-07,1987-09-20,1980-11-30
EMP98612,Jonas,Masse,Agent,Informatique,Aucune,APTE,F,Service E,2024-08-31,2007-04-20,2002-10-20,1990-04-30
EMP99816,Aloïse,Vincent,Technicien,Logistique,Aucune,APTE,M,Service A,2024-02-29,1996-04-11,2014-05-25,1987-05-31
EMP43950,Théodule,Rocher,Ingénieur,INFOrmatIQue,Niveau 1,apte,M,Service B,2024-02-29,2005-08-07,2020-07-15,1900-01-01
EMP12070,Ambre,Pichon,Ingénieur,InforMaTique,Niveau 1,APTE,M,Service D,2024-05-31,1974-07-21,1981-09-05,2003-07-31
EMP84697,Orphée,Berger,Ingénieur en chef,Qualité,Aucune,EN_ATTENTE,F,Service C,2024-03-31,1990-01-14,2021-08-28,1900-01-01
EMP66372,Sabin,Lamy,Cadre B,  Informatique,Aucune,APTE,M,Service D,2024-05-31,1965-07-23,1993-08-27,1997-06-30
EMP97025,Loïc,Mercier,Ingénieur en chef,Maintenance,Aucune,apte,M,Service E,1900-01-01,1984-08-20,2021-09-15,2005-11-30
EMP34285,Armand,Charpentier,Cadre B,Achats,Formation sécurité,APTE,F,Service B,2023-12-31,2002-09-10,2011-09-06,1900-01-01
EMP42043,Vianney,Diaz,Technicien en chef,RH,Niveau 2,APTE,F,Service B,2023-06-30,1976-04-24,2001-03-06,1983-11-30
EMP17134,Cassien,Meunier,Technicien,Logistique,Niveau 1,APTE,F,Service A,2023-10-31,1983-02-06,2022-02-23,1900-01-01
EMP28103,Galaad,Hervé,Agent Principal,   Qualité,Niveau 1,APTE,M,   Service E,2023-02-28,2001-09-09,2024-12-25,2003-11-30
EMP64636,Vivien,Berger,Agent,Qualité,Niveau 2,RESTRICTION,M,Service B,2023-11-30,1961-03-15,1986-04-19,2021-05-31
EMP33939,Gabriel,Dubois,Ingénieur,Maintenance,Aucune,APTE,M,Service A,2024-11-30,2007-09-23,2019-12-19,1998-01-31
EMP18765,Éléonore,Charpentier,Agent Principal,Juridique,Aucune,APTE,F,Service D,2024-02-29,1995-08-30,2001-01-12,2018-04-30
EMP12317,Quentin,Chambon,Cadre B,Finance,Niveau 1,APTE,F,Service C,2023-05-31,1998-08-12,1991-06-28,1987-02-28
EMP10503,Stella,Arnaud,Technicien,RH,Niveau 1,,F,  Direction,2024-08-31,1998-12-16,1900-01-01,2018-08-31
EMP30422,Béatrice,Lebreton,Technicien,Juridique,Niveau 2,APTE,F,Service D,2024-09-30,1966-08-31,1995-02-24,2006-08-31
EMP76867,Zélie,Hubert,Agent_Principal,Maintenance,Aucune,APTE,M,Direction,2024-03-31,2005-02-10,2017-03-23,2011-08-31
EMP86613,Suzanne,Leclercq,Cadre-A   ,Maintenance,Niveau 2,APTE,F,Service B,2024-06-30,1990-06-21,1993-06-27,2014-01-31
EMP25342,Martin,Clement,Agent,Achats,Niveau 2,APTE,F,Service D,2024-04-30,1990-07-04,2000-10-10,1900-01-01
EMP27940,Aloïs,Clement,Agent-PrinCipal,Finance,Aucune,RESTRICTION,M,Direction,2024-05-31,1994-03-07,2023-08-01,2016-03-31
EMP57579,Samuel,MArTy,Technicien,Achats,Niveau 2,APTE,M,Direction,2023-11-30,1984-08-15,2024-03-20,2013-07-31
EMP78369,Antonin,Labbé,Ingénieur,Qualité,Aucune,apte,F,Direction,2023-08-31,1964-01-17,1993-06-06,2010-06-30
EMP85778,Louisa,Hubert,TEchnIciEn,Achats,Aucune,APTE,F,SErVicE_C,2025-01-31,1991-05-30,1900-01-01,2012-01-31
EMP16729,ARsÈNe,Girard,Ingénieur,Informatique,Formation sécurité,EN_ATTENTE,M,Service C,2024-05-31,2000-04-28,1994-08-07,1900-01-01
EMP53575,Tristan,Brun,Agent Principal,Informatique,Aucune,APTE,F,SErVice C,2024-11-30,1994-07-16,1995-09-24,1989-03-31
EMP06122,Xavier,Berger,Technicien en chef,Maintenance,Aucune,APTE,F,Service_D,2024-02-29,1962-06-09,1988-01-03,2017-12-31
EMP28253,Irène,Bertin,Technicien en chef,Logistique,Aucune,APTE,M,Service B,2024-09-30,1988-09-30,2003-01-04,2004-01-31
EMP82849,Félix,Clement,Agent,Finance,Aucune,APTE,M,Service E,2024-03-31,1974-03-03,1900-01-01,1988-06-30
EMP27841,Amaya,Prevost,Agent,Maintenance,NiVeau-1,apte,M,Direction,2023-04-30,1999-05-09,2016-06-06,2003-05-31
EMP97265,Grégoire,Julien,Technicien,Logistique,Aucune,APTE,F,Service B,2024-03-31,1981-03-30,2017-08-24,2010-02-28
EMP84625,Léa,Lebrun,AgEnt,Juridique,Aucune,APTE,M,Direction,2023-02-28,1995-08-02,1985-05-28,2009-01-31
EMP59689,André,Bonnet,Ingénieur,Maintenance,Niveau_1,,Homme,Service C,1900-01-01,1987-08-20,2015-08-05,2007-12-31
EMP49276,Maéline,Lopes,Ingénieur,MAiNtenance,Niveau 1,RESTRICTION,F,Service E,2024-07-31,2003-10-31,1900-01-01,1997-04-30
EMP83024,Noémie,Brunet,Ingénieur,Finance,Aucune,APTE,M,Service A,2023-09-30,2003-01-12,2002-06-20,2020-10-31
EMP81303,Claude,Lefort,Technicien,Maintenance,Niveau 2,RESTRICTION,M,Direction,2023-06-30,1984-08-09,1980-12-25,2017-10-31
EMP54851,Prunelle,Perron,Technicien,Juridique,Aucune,APTE,F,Service A,1900-01-01,2001-05-29,1985-02-12,1983-08-31
EMP29991,Coline,Julien,Ingénieur,Qualité,Niveau 2,APTE,F,Service C,2024-11-30,1963-06-21,1981-12-04,2002-01-31
EMP55037,Jeanne,Prevost,Technicien en chef,Qualité,AUcUnE,APTE,F,Service B,2023-10-31,1985-03-06,1998-03-11,2001-09-30
EMP16102,Odon,GoMez,Technicien,Qualité,Aucune,EN_ATTENTE,F,Direction,2024-05-31,1983-08-25,1986-06-17,1900-01-01
EMP91640,Béranger,Bernard,Agent,Juridique,Formation sécurité,RESTRICTION,F,Service B,2025-01-31,1970-09-06,1995-11-26,2002-01-31
EMP05408,Aubane,Aubert,Agent Principal,Logistique,Niveau 1,APTE,F,Service D,2023-07-31,1975-04-19,1995-02-10,2006-12-31
EMP50754,Solène,Fabre,Agent,Finance,Niveau 2,APTE,M,Direction,2023-01-31,1992-03-07,2006-03-09,1992-04-30
EMP02010,Alfred,Lacoste,Agent,Juridique,Niveau 2,APTE,F,Service E,2023-05-31,1975-11-14,2021-06-01,1991-07-31
EMP05106,Béranger,Lopez,Ingénieur,Informatique,Niveau 1,APTE,M,  Service E,2023-09-30,1962-04-18,2023-07-12,1983-08-31
EMP27343,Pascal,DupoNt,Cadre B,Maintenance,Niveau 2,APTE,M,Service C,2024-10-31,1962-05-24,1996-09-16,2011-06-30
EMP82104,Léocadie,CarRe,Technicien,Juridique,Formation sécurité,apte,M,Service D   ,2024-10-31,1983-05-21,2004-03-29,2003-08-31
EMP31410,Maëlle,Fleury,Ingénieur en chef,Finance,Habilitation spéciale,apte,F,Service B,2024-09-30,1998-05-26,2011-07-08,2023-07-31
EMP96914,Christophe,Lambert,Technicien,Achats,Formation sécurité,APTE,M,Service D,2025-01-31,1960-06-09,2021-01-30,1995-03-31
EMP37192,Gaëlle,Picard,Technicien en chef,Juridique,Niveau 1,APTE,M,Service A,2024-04-30,1990-05-25,1992-06-12,2014-04-30
EMP55397,Arthur,Chambon,Ingénieur,Finance,Niveau 1,apte,Homme,Service D,2025-01-31,1998-10-01,1983-02-08,2013-06-30
EMP03256,Capucine,Delaunay,Agent Principal,Maintenance,FormaTIoN_sÉcuRité,APTE,M,Service A,2023-04-30,1973-11-04,2006-03-23,2011-09-30
EMP57180,Éric,Lacombe,Ingénieur en chef,RH,Aucune,apte,M,Direction,2023-04-30,1986-02-27,2019-12-28,2005-03-31
EMP86226,Antoine,Roger,Ingénieur,Informatique,Niveau 2,APTE,M,Service D,2023-04-30,1991-07-12,1994-06-27,1983-02-28
EMP12451,Samuel,Lemoine,Ingénieur,Maintenance,Formation sécurité,apte,M,Direction,2024-11-30,1968-06-27,1989-10-03,2009-04-30
EMP34613,Inès,Daniel,Ingénieur,Informatique,Aucune,APTE,F,Service E,2023-09-30,1968-03-17,2013-10-15,2024-02-29
EMP90493,André,Fournier,Agent Principal,Qualité,Aucune,RESTRICTION,M,Service E,2024-06-30,1974-10-22,1987-05-12,2017-12-31
EMP67460,Maxime,NIcolAs,Ingénieur,Maintenance,Niveau 2,apte,M,Service B,2023-01-31,1965-07-10,2017-03-05,2001-05-31
EMP22324,Virginie,Blanchard,Technicien en chef,Logistique ,AUcuNe,APTE,F,Direction,1900-01-01,1999-03-22,1981-02-27,1998-11-30
EMP79672,AlOïs,Bonnel,Agent Principal,Achats,Aucune,APTE,F,Service B,2023-06-30,1999-06-17,1985-12-01,2011-09-30
EMP61704,Émilie,Diaz,Agent,Achats,Niveau 1,EN_ATTENTE,F,Service B,2023-06-30,2008-12-11,2002-04-02,2024-08-31
EMP45276,Laurence,Girard,Ingénieur en chef,Maintenance,Niveau 1,APTE,F,Service D,2024-12-31,2001-09-17,2010-08-20,2021-04-30
EMP04713,BlanDiNe,Lefevre,Technicien,Informatique,Formation sécurité,apte,M,Service A,2023-04-30,1997-03-23,1997-02-28,2024-08-31
EMP43571,Vianney,Louis,Technicien,Logistique,Niveau 2,APTE,M,Service_E,2024-10-31,1990-08-29,2019-01-13,2017-12-31
EMP34744,Primevère,Rocher,Ingénieur,Qualité,Aucune,apte,M,Service B,2023-05-31,1961-11-13,2009-10-30,2006-06-30
EMP39294,Yasmine,Bourgeois,Agent Principal,Informatique,Niveau 2,APTE,F,Service E,2023-02-28,1972-07-16,2016-05-01,2020-03-31
EMP19468,Justine,Riou,Agent Principal,Maintenance,Formation sécurité,APTE,M,Service A,2024-12-31,2003-10-14,2017-07-08,2020-12-31
EMP88582,Zélie,Clement,Technicien,Informatique,Niveau 2,EN_ATTENTE,F,Direction,2025-01-31,1993-03-10,2024-05-04,2022-10-31
EMP19884,Ursule,Petitjean,Agent Principal,Qualité,Niveau 1,APTE,M,Service B,2024-06-30,2006-10-19,2012-06-28,1994-09-30
EMP94283,Isabelle,Picard,Ingénieur en chef,Maintenance,Niveau 1,RESTRICTION,F,Service A,2024-09-30,1961-08-28,1994-06-27,2006-07-31
EMP54127,Félicie,Schmitt,Agent,Juridique,Niveau 2,RESTRICTION,M,Service B,2024-07-31,1980-03-08,1900-01-01,2018-02-28
EMP97898,Inès,Rolland,Ingénieur,Informatique,Niveau 1,EN_ATTENTE,F,Service A,2023-03-31,2000-01-26,1982-05-29,2010-05-31
EMP23563,SoUfIane,Maillot,Agent Principal,  Juridique,NiVeau_2,APTE,M,Service D,2025-01-31,1992-05-27,1980-06-05,2002-10-31
EMP01426,Aurélien,Hubert,Agent,Maintenance,Niveau 1,EN_ATTENTE,M,Service C,2024-06-30,1975-07-02,2009-07-28,1997-09-30
EMP92260,Sébastien,Renard,Ingénieur en chef,Qualité,Formation sécurité,APTE,F,Service D,2023-01-31,1965-08-30,1987-12-24,2002-12-31
EMP20532,Louisa,Poirier,Ingénieur en chef,Juridique,Niveau 2,APTE,F,Direction,2024-12-31,1992-06-28,1983-12-14,1900-01-01
EMP05895,Irving,Pelletier,Ingénieur en chef,Logistique,Aucune,apte,F,Service B,1900-01-01,1995-12-29,2003-04-06,2013-10-31
EMP90703,Yvon,Delaunay,Ingénieur en chef,Juridique,Aucune,apte,M,Service C,2023-04-30,1997-05-01,2008-06-23,2006-01-31
EMP48306,Gilles,Robert,Technicien,Qualité,Niveau 2,APTE,F,Service A,2024-09-30,1990-06-08,1987-07-30,1987-03-31
EMP91001,Erwan,Brun,Cadre B,Qualité,AUcuNe,APTE,M,Direction,2023-06-30,1987-06-05,1985-09-07,1985-10-31
EMP60871,Loïc,Bonnel,Technicien,RH,Aucune,APTE,Homme,Service C,2024-05-31,1999-07-02,1983-05-09,2002-11-30
EMP63361,Vianney,Cousin,Technicien,Achats,Niveau 1,RESTRICTION,M,Service A,2023-04-30,2001-05-13,2019-03-17,1981-10-31
EMP80812,Tiffany,David,CaDre_B,Maintenance,Niveau 1,APTE,F,Service E,2023-04-30,1962-03-05,1900-01-01,2010-05-31
EMP83502,Philippe,Durand,Agent Principal,Juridique,Niveau 1,,F,  Direction,2025-01-31,1991-01-04,1900-01-01,2022-10-31
EMP92117,Thierry,Guichard,Agent,Achats,Niveau 1,APTE,M,Service-E,2024-11-30,1962-05-07,2019-01-14,2004-03-31
EMP60851,Aristide,Boucher,Agent Principal,Qualité,Aucune,apte,Femme,Service D,2024-03-31,1982-03-07,1993-03-27,1995-04-30
EMP05141,Mazarine,Joubert,Cadre B,Maintenance,Aucune,APTE,F,Service C,2023-01-31,1992-07-10,1989-08-07,2022-06-30
EMP78849,Grégoire,Lelievre,Ingénieur,Maintenance,Niveau 1,EN_ATTENTE,M,Service A,2024-02-29,1970-04-23,1981-12-02,2004-04-30
EMP12153,Apollin,Monnier,Technicien,Informatique,Aucune,APTE,F,Service D,2023-04-30,1974-04-11,2015-06-15,2007-04-30
EMP58554,André,Rouxel,Cadre B,RH,Aucune,APTE,M,Service A,2024-05-31,1960-12-16,2006-09-25,1987-07-31
EMP90394,FaUsTiNe,Louis,  Technicien,Achats,Aucune,apte,M,Service A,2024-04-30,1986-10-17,2015-03-26,2005-06-30
EMP71090,Bérénice,Lacoste,Ingénieur en chef   ,Informatique,Formation sécurité,APTE,F,Service C,2023-02-28,1967-11-29,1981-11-30,1997-08-31
EMP05391,Alain,Bailly,TechnicIen,RH,Niveau 1,APTE,F,Service E,2023-02-28,1993-09-16,2019-03-03,1992-10-31
EMP40210,Tancrède,Lacombe,Ingénieur en chef,Qualité,Aucune,apte,M,Service E  ,2024-03-31,2000-03-27,1982-12-18,1986-11-30
EMP58499,Tanguy,Vincent, Ingénieur,Qualité,Aucune,APTE,M,Service D,2023-12-31,1999-09-08,2003-10-15,1996-04-30
EMP74456,Sylvie,Leger,Agent,Maintenance,HabiLiTatIon-sPÉciale,APTE,F,Service B,2023-11-30,1974-12-19,1981-09-23,1900-01-01
EMP29134,Anatole,Talbot,Ingénieur,MaINtenancE,Aucune,APTE,F,Service E,2024-07-31,1979-12-22,2008-09-12,1900-01-01
EMP20434,Joséphine,Girard,Agent,   Qualité,Habilitation spéciale,APTE,M,Direction,2024-01-31,1980-09-10,2020-11-21,1983-07-31
EMP47261,Timothée,Clement,Ingénieur,Finance,Niveau 1,EN_ATTENTE,F,SeRVice_A,2023-09-30,1993-11-21,1991-04-26,2020-11-30
EMP54684,Clarisse,Dumont,Agent Principal,Maintenance,NiVeAu_1,APTE,M,Service A,2024-12-31,2006-06-03,1985-10-09,1994-04-30
EMP14132,Luc,Simon,Ingénieur,RH,Niveau 1,apte,Homme,Service A,2024-04-30,1997-06-02,1994-04-27,1998-03-31
EMP89611,Mélissande,Blanchard,Agent,Finance,Formation sécurité,RESTRICTION,F,Service C,2023-09-30,1964-05-15,1984-01-23,2005-05-31
EMP78626,Gilles,Morel,Technicien en chef,Logistique,Niveau 2,EN_ATTENTE,M,Service A,2024-06-30,1961-12-09,2022-05-04,2000-01-31
EMP53445,Louise,Talbot,Agent,Achats,Formation sécurité,RESTRICTION,M,Service A,2023-10-31,1984-05-08,1984-08-12,1900-01-01
EMP05446,Galaad,Boutin,Ingénieur,Finance,Niveau 1,apte,F,Service D,2024-11-30,2008-01-28,2006-12-08,2020-01-31
EMP89425,Arthur,Meunier,Cadre B,Maintenance,Formation sécurité,APTE,M,Direction,2023-09-30,1971-04-14,2008-05-18,1900-01-01
EMP34378,Zélie,Delaunay,Ingénieur,Informatique,Niveau 1,APTE,F,Service C   ,2023-08-31,1973-08-14,1983-11-13,2014-04-30
EMP47436,Gérald,Diaz,Ingénieur en chef,Finance,Niveau 1,APTE,M,Service A,2023-04-30,1969-07-21,2022-07-07,1987-02-28
EMP82007,Igor,Lemonnier,Agent Principal,Juridique,Aucune,APTE,Homme,Direction,2024-10-31,2001-09-13,1993-06-02,2020-07-31
EMP82535,César,Fleury,Technicien ,Finance,Formation sécurité,APTE,F,Direction,2023-03-31,2002-02-01,1983-09-23,2017-09-30
EMP90662,Marguerite,Denis,Technicien en chef,Juridique,Niveau 1,RESTRICTION,F,Service B,2023-12-31,2005-05-21,2021-08-30,2000-04-30
EMP51545,Virginie,Roger,Ingénieur,Juridique,Niveau 1,APTE,M,Service B,1900-01-01,1975-04-19,1995-04-10,1983-01-31
EMP54535,Fabienne,Leblanc,Technicien,Qualité,Aucune,RESTRICTION,M,Service D,2023-03-31,1982-11-08,2023-09-24,1986-01-31
EMP91034,Marion,Daniel,Ingénieur en chef,Informatique,Niveau 1,apTE,M,Direction,2023-12-31,1990-07-01,2024-06-19,1999-04-30
EMP08619,Vianney,Faure,Technicien,Logistique,Niveau 2,APTE,F,Direction,2024-05-31,1985-11-28,2009-09-01,2012-08-31
EMP05421,Zéphir,Nicolas,Ingénieur en chef,Informatique,Niveau 1,APTE,M,Service B,2024-10-31,1976-08-18,2004-06-03,1999-10-31
EMP81906,Kévin,Bonnel,Ingénieur,Achats,NIvEAu_1,RESTRICTION,F,Service A  ,2023-01-31,1998-09-15,2018-11-23,2018-10-31
EMP34186,Judith,Martinez,Agent Principal,Qualité,Formation sécurité,,M,Service E,2024-06-30,1968-10-04,1989-06-22,1990-03-31
EMP50689,Anatole,Bertin,Technicien en chef,Qualité,Niveau 1,APTE,F,Service E,2024-04-30,1971-06-11,1998-03-31,1998-12-31
EMP92489,Rachel,Dufresne,Ingénieur,RH,Formation sécurité,EN_ATTENTE,M, Service B,1900-01-01,1963-05-15,2001-12-07,1991-10-31
EMP14651,Isaure,Maillard,Agent Principal,Logistique,Aucune,APTE,M,Direction,2023-01-31,1989-03-20,2024-05-05,2022-10-31
